customer_id,first_name,last_name,phone_number,transaction_count,customer_segment,satisfaction_score
386,Anthony,Jones,+374 (69) 123396,2.0,Occasional Buyer,8
387,Sydney,Lee,+374 (83) 138746,3.0,Occasional Buyer,10
388,Michelle,Ritter,+374 (12) 272818,5.0,Occasional Buyer,8
389,Robert,Li,+374 (28) 485481,3.0,Occasional Buyer,6
390,Randy,Dennis,+374 (73) 269593,3.0,Occasional Buyer,6
391,Ashley,Hernandez,+374 (56) 954522,3.0,Occasional Buyer,8
392,Carolyn,Gray,+374 (18) 612332,6.0,Frequent Buyer,5
393,Ronnie,Sanders,+374 (37) 162540,2.0,Occasional Buyer,10
394,Robin,Bryant,+374 (95) 252320,0.0,Inactive,9
395,Susan,May,+374 (48) 645245,2.0,Occasional Buyer,6
396,Misty,Marquez,+374 (57) 669240,6.0,Frequent Buyer,4
397,Johnathan,Munoz,+374 (80) 028122,1.0,One-Time Buyer,9
398,Kim,Lewis,+374 (47) 325679,2.0,Occasional Buyer,7
399,Scott,Morales,+374 (47) 819124,1.0,One-Time Buyer,9
400,Edward,Wells,+374 (90) 115754,2.0,Occasional Buyer,5
401,Martha,Alvarez,+374 (44) 091539,3.0,Occasional Buyer,6
402,William,Ferguson,+374 (51) 391782,2.0,Occasional Buyer,7
403,Christopher,Fox,+374 (47) 397193,3.0,Occasional Buyer,7
404,Megan,Wood,+374 (27) 729000,3.0,Occasional Buyer,6
405,Joseph,Ruiz,+374 (92) 612702,1.0,One-Time Buyer,8
406,Juan,Collins,+374 (16) 111734,5.0,Occasional Buyer,5
407,Mitchell,Pierce,+374 (48) 469048,4.0,Occasional Buyer,7
408,James,Lawson,+374 (60) 498870,4.0,Occasional Buyer,7
409,Evan,Banks,+374 (26) 352970,2.0,Occasional Buyer,8
410,Brittney,Eaton,+374 (75) 470325,3.0,Occasional Buyer,8
411,Victor,Williams,+374 (80) 007498,3.0,Occasional Buyer,5
412,Christina,Adams,+374 (41) 420729,2.0,Occasional Buyer,5
413,Andrea,Hill,+374 (81) 299701,1.0,One-Time Buyer,9
414,Marissa,Humphrey,+374 (42) 888843,3.0,Occasional Buyer,7
415,Judith,Perez,+374 (75) 587970,4.0,Occasional Buyer,6
416,Julia,Nelson,+374 (91) 727857,4.0,Occasional Buyer,9
417,Melvin,Shah,+374 (53) 427972,4.0,Occasional Buyer,7
418,Gabriel,Gonzalez,+374 (46) 274513,5.0,Occasional Buyer,9
419,Joseph,Nielsen,+374 (30) 814297,3.0,Occasional Buyer,7
420,Ronald,Santiago,+374 (61) 976798,1.0,One-Time Buyer,10
421,Regina,Reyes,+374 (53) 666665,3.0,Occasional Buyer,10
422,Gail,Turner,+374 (96) 315016,0.0,Inactive,7
423,Robert,Shaw,+374 (79) 955979,3.0,Occasional Buyer,8
424,Janet,Palmer,+374 (50) 243151,2.0,Occasional Buyer,8
425,Janice,Brown,+374 (34) 282211,3.0,Occasional Buyer,9
426,Thomas,Fletcher,+374 (22) 433811,2.0,Occasional Buyer,6
427,Corey,Byrd,+374 (73) 056575,4.0,Occasional Buyer,8
428,Tommy,Espinoza,+374 (25) 404160,2.0,Occasional Buyer,9
429,Ruth,King,+374 (93) 936441,4.0,Occasional Buyer,4
430,Robin,Hendricks,+374 (91) 911745,0.0,Inactive,5
431,William,Ramirez,+374 (74) 007466,4.0,Occasional Buyer,4
432,Sandra,Larsen,+374 (29) 987561,1.0,One-Time Buyer,7
433,Martin,Lee,+374 (68) 938732,3.0,Occasional Buyer,8
434,Richard,Smith,+374 (79) 539341,6.0,Frequent Buyer,9
435,Julie,King,+374 (42) 686455,2.0,Occasional Buyer,7
436,Marcus,Peck,+374 (70) 267915,2.0,Occasional Buyer,9
437,Robert,Walker,+374 (81) 226461,3.0,Occasional Buyer,5
438,Jose,Ruiz,+374 (55) 979558,3.0,Occasional Buyer,4
439,Thomas,Morris,+374 (77) 005739,5.0,Occasional Buyer,7
440,James,Trujillo,+374 (84) 093866,1.0,One-Time Buyer,8
441,Grace,Reeves,+374 (56) 004669,6.0,Frequent Buyer,7
442,Ashley,Holden,+374 (42) 069528,3.0,Occasional Buyer,4
443,Autumn,Evans,+374 (72) 686875,0.0,Inactive,7
444,Patrick,Bowman,+374 (87) 341384,1.0,One-Time Buyer,5
445,Jennifer,Francis,+374 (10) 536382,7.0,Frequent Buyer,8
446,Robert,Carter,+374 (67) 287850,2.0,Occasional Buyer,8
447,Eric,Walker,+374 (76) 001728,1.0,One-Time Buyer,6
448,Natasha,Perez,+374 (66) 693380,0.0,Inactive,6
449,Jenna,Peterson,+374 (84) 370697,1.0,One-Time Buyer,5
450,Brianna,Gardner,+374 (60) 077683,1.0,One-Time Buyer,7
451,Michael,Dalton,+374 (87) 641805,0.0,Inactive,8
452,Joshua,Edwards,+374 (81) 087090,5.0,Occasional Buyer,6
453,Tyler,Scott,+374 (72) 330745,4.0,Occasional Buyer,8
454,Alex,Pierce,+374 (64) 230797,2.0,Occasional Buyer,6
455,Gene,Boyd,+374 (40) 038367,0.0,Inactive,6
456,Zachary,Lawrence,+374 (30) 457204,4.0,Occasional Buyer,7
457,Susan,Roth,+374 (44) 846548,3.0,Occasional Buyer,5
458,Sarah,Hernandez,+374 (32) 837515,2.0,Occasional Buyer,6
459,George,Gregory,+374 (37) 337846,5.0,Occasional Buyer,5
460,Daniel,Franklin,+374 (29) 317733,3.0,Occasional Buyer,10
461,Joshua,Stewart,+374 (10) 267197,2.0,Occasional Buyer,7
462,Jennifer,Mendez,+374 (15) 276034,1.0,One-Time Buyer,6
463,David,Smith,+374 (53) 502011,0.0,Inactive,7
464,Cathy,Luna,+374 (46) 404943,0.0,Inactive,7
465,Justin,Jenkins,+374 (80) 158727,3.0,Occasional Buyer,7
466,Christopher,Reed,+374 (14) 516857,2.0,Occasional Buyer,8
467,Karen,Jones,+374 (99) 613011,1.0,One-Time Buyer,8
468,Andrew,Obrien,+374 (38) 710892,6.0,Frequent Buyer,6
469,Daniel,Carroll,+374 (24) 730048,2.0,Occasional Buyer,6
470,Jason,Shields,+374 (90) 282798,3.0,Occasional Buyer,7
471,Jack,Wang,+374 (73) 173080,1.0,One-Time Buyer,4
472,Brian,Martinez,+374 (28) 216699,0.0,Inactive,5
473,Timothy,Sandoval,+374 (52) 431424,4.0,Occasional Buyer,9
474,Glen,Ward,+374 (20) 324581,2.0,Occasional Buyer,9
475,Matthew,Pope,+374 (61) 033748,3.0,Occasional Buyer,7
476,Matthew,Rogers,+374 (71) 968916,2.0,Occasional Buyer,8
477,Stephanie,Morales,+374 (52) 710483,6.0,Frequent Buyer,7
478,Louis,Smith,+374 (43) 245095,4.0,Occasional Buyer,10
479,Stephanie,Jordan,+374 (64) 065356,6.0,Frequent Buyer,9
480,James,Schmidt,+374 (84) 586724,3.0,Occasional Buyer,7
481,Ashley,Williams,+374 (65) 211045,1.0,One-Time Buyer,6
482,Vanessa,Boyd,+374 (88) 748651,6.0,Frequent Buyer,5
483,Kelly,Clarke,+374 (81) 468842,1.0,One-Time Buyer,7
484,Patrick,Green,+374 (48) 098902,2.0,Occasional Buyer,6
485,Michael,Delgado,+374 (55) 433622,1.0,One-Time Buyer,5
486,Emily,Payne,+374 (32) 850322,2.0,Occasional Buyer,6
487,Mercedes,Jones,+374 (21) 624066,1.0,One-Time Buyer,5
488,Amanda,Vargas,+374 (55) 023464,7.0,Frequent Buyer,10
489,Dorothy,Knight,+374 (41) 861388,3.0,Occasional Buyer,8
490,Crystal,Patel,+374 (89) 812377,1.0,One-Time Buyer,7
491,Jody,Rodriguez,+374 (45) 570940,3.0,Occasional Buyer,9
492,Kathleen,Wilson,+374 (49) 362254,2.0,Occasional Buyer,7
493,Amanda,Pace,+374 (33) 126152,3.0,Occasional Buyer,6
494,Angela,Richards,+374 (98) 304250,3.0,Occasional Buyer,9
495,Billy,Smith,+374 (48) 098728,4.0,Occasional Buyer,8
496,Troy,Cortez,+374 (46) 888029,3.0,Occasional Buyer,5
497,Sarah,Taylor,+374 (13) 365913,2.0,Occasional Buyer,7
498,James,Sullivan,+374 (11) 989270,2.0,Occasional Buyer,6
499,Lynn,Landry,+374 (86) 428119,3.0,Occasional Buyer,5
500,Natasha,Garcia,+374 (54) 153483,2.0,Occasional Buyer,8
501,Eric,Miller,+374 (81) 624954,4.0,Occasional Buyer,10
502,Elizabeth,Kent,+374 (96) 657657,1.0,One-Time Buyer,5
503,Timothy,Oconnell,+374 (62) 345046,0.0,Inactive,8
504,Patricia,Smith,+374 (40) 010607,4.0,Occasional Buyer,6
505,Joseph,Chavez,+374 (58) 475955,1.0,One-Time Buyer,6
506,Dennis,Garcia,+374 (17) 156112,5.0,Occasional Buyer,6
507,Barbara,Goodman,+374 (10) 106189,1.0,One-Time Buyer,6
508,Veronica,Gregory,+374 (46) 927229,3.0,Occasional Buyer,7
509,Martha,Elliott,+374 (11) 930945,3.0,Occasional Buyer,6
510,Sherri,Kane,+374 (94) 861964,4.0,Occasional Buyer,7
511,Sheri,Whitehead,+374 (34) 612960,4.0,Occasional Buyer,7
512,Adriana,Sanders,+374 (88) 101313,2.0,Occasional Buyer,7
513,Angel,Brown,+374 (55) 756760,4.0,Occasional Buyer,6
514,Timothy,Johnson,+374 (33) 531125,1.0,One-Time Buyer,6
515,Eddie,Johnson,+374 (26) 920476,2.0,Occasional Buyer,8
516,Andrew,Cuevas,+374 (46) 740534,2.0,Occasional Buyer,8
517,Mallory,Jensen,+374 (45) 142170,2.0,Occasional Buyer,6
518,Andrew,Vargas,+374 (57) 862940,3.0,Occasional Buyer,7
519,Susan,Kaufman,+374 (25) 556442,0.0,Inactive,8
520,Jennifer,Waller,+374 (84) 473025,2.0,Occasional Buyer,4
521,Laura,Taylor,+374 (32) 914036,3.0,Occasional Buyer,8
522,George,Murphy,+374 (25) 412276,1.0,One-Time Buyer,6
523,Alejandro,Boyd,+374 (79) 511317,1.0,One-Time Buyer,8
524,Jonathan,Sanchez,+374 (42) 485411,1.0,One-Time Buyer,6
525,Maria,Coleman,+374 (32) 163059,3.0,Occasional Buyer,4
526,Teresa,Houston,+374 (12) 108534,2.0,Occasional Buyer,5
527,Amy,Young,+374 (67) 905872,2.0,Occasional Buyer,7
528,Joseph,Moore,+374 (12) 413048,1.0,One-Time Buyer,7
529,Daniel,Long,+374 (48) 978706,6.0,Frequent Buyer,6
530,James,White,+374 (58) 143572,2.0,Occasional Buyer,8
531,Robert,Nixon,+374 (56) 741358,1.0,One-Time Buyer,5
532,David,Wells,+374 (22) 590759,4.0,Occasional Buyer,7
533,Perry,Gonzalez,+374 (70) 869588,3.0,Occasional Buyer,5
534,Keith,Evans,+374 (46) 028061,3.0,Occasional Buyer,6
535,Eric,Stephens,+374 (31) 713382,5.0,Occasional Buyer,7
536,Amanda,Hines,+374 (92) 866888,1.0,One-Time Buyer,6
537,Sarah,Baker,+374 (93) 963658,2.0,Occasional Buyer,6
538,Chelsea,Love,+374 (53) 468627,5.0,Occasional Buyer,9
539,Joshua,Stone,+374 (49) 729916,2.0,Occasional Buyer,6
540,Stacey,Andrade,+374 (52) 536137,1.0,One-Time Buyer,8
541,Ryan,Obrien,+374 (75) 004530,2.0,Occasional Buyer,5
542,Latasha,Drake,+374 (66) 148905,2.0,Occasional Buyer,8
543,Austin,Green,+374 (35) 544241,0.0,Inactive,9
544,Raymond,Williams,+374 (57) 596014,2.0,Occasional Buyer,3
545,Corey,Moreno,+374 (21) 196879,4.0,Occasional Buyer,6
546,David,Thomas,+374 (69) 069226,2.0,Occasional Buyer,8
547,Shaun,Gould,+374 (47) 482450,3.0,Occasional Buyer,7
548,Laurie,Jackson,+374 (20) 063961,3.0,Occasional Buyer,8
549,Savannah,Henson,+374 (14) 317619,3.0,Occasional Buyer,6
550,Thomas,Foley,+374 (58) 126579,5.0,Occasional Buyer,7
551,Dillon,Hicks,+374 (62) 180338,3.0,Occasional Buyer,7
552,Ashlee,Myers,+374 (57) 490325,1.0,One-Time Buyer,9
553,Kristen,Carter,+374 (93) 266752,3.0,Occasional Buyer,7
554,John,Norman,+374 (45) 003833,4.0,Occasional Buyer,8
555,Donna,Gates,+374 (20) 070815,6.0,Frequent Buyer,6
556,Elizabeth,Brooks,+374 (16) 942583,1.0,One-Time Buyer,6
557,Megan,Hall,+374 (57) 560458,7.0,Frequent Buyer,6
558,Shane,Williams,+374 (46) 454715,4.0,Occasional Buyer,8
559,Brenda,Santos,+374 (41) 697058,3.0,Occasional Buyer,6
560,Christopher,Salinas,+374 (53) 672036,4.0,Occasional Buyer,7
561,Joshua,Hill,+374 (50) 508629,2.0,Occasional Buyer,10
562,Tracey,Gray,+374 (35) 638877,2.0,Occasional Buyer,8
563,Lindsey,George,+374 (41) 578589,4.0,Occasional Buyer,7
564,Kevin,Castaneda,+374 (53) 326424,1.0,One-Time Buyer,9
565,Bruce,Brown,+374 (15) 620915,1.0,One-Time Buyer,6
566,Stephen,Taylor,+374 (81) 649777,3.0,Occasional Buyer,4
567,Katie,Branch,+374 (30) 627640,1.0,One-Time Buyer,5
568,Evan,Anderson,+374 (39) 785672,1.0,One-Time Buyer,4
569,Renee,Fisher,+374 (21) 886758,3.0,Occasional Buyer,6
570,Edward,Wallace,+374 (66) 234581,5.0,Occasional Buyer,7
571,Heather,Collins,+374 (73) 472956,1.0,One-Time Buyer,10
572,Leslie,Martinez,+374 (59) 477165,0.0,Inactive,7
573,Larry,Pierce,+374 (65) 629430,1.0,One-Time Buyer,7
574,Hannah,Stewart,+374 (70) 153545,2.0,Occasional Buyer,8
575,Kim,Perez,+374 (31) 001733,1.0,One-Time Buyer,4
576,Jeremy,Green,+374 (88) 576680,3.0,Occasional Buyer,7
577,Karla,Lamb,+374 (69) 709937,1.0,One-Time Buyer,8
578,Margaret,Garcia,+374 (27) 871145,2.0,Occasional Buyer,5
579,Victoria,Gonzales,+374 (52) 485855,2.0,Occasional Buyer,9
580,Megan,Hill,+374 (80) 116682,3.0,Occasional Buyer,8
581,James,Smith,+374 (93) 718668,1.0,One-Time Buyer,6
582,Jacqueline,Robinson,+374 (85) 318379,2.0,Occasional Buyer,8
583,Brian,Kline,+374 (10) 599947,1.0,One-Time Buyer,10
584,Lisa,Sanders,+374 (19) 230590,2.0,Occasional Buyer,7
585,Dustin,Brown,+374 (98) 846058,2.0,Occasional Buyer,7
586,Joshua,Grimes,+374 (18) 518379,1.0,One-Time Buyer,6
587,Sophia,Burton,+374 (96) 179111,2.0,Occasional Buyer,6
588,Mary,Adkins,+374 (39) 496641,3.0,Occasional Buyer,8
589,Taylor,Estrada,+374 (90) 166854,3.0,Occasional Buyer,6
590,Albert,Howard,+374 (80) 622080,1.0,One-Time Buyer,7
591,Bryan,Diaz,+374 (20) 467187,0.0,Inactive,6
592,Krista,Bautista,+374 (61) 539095,2.0,Occasional Buyer,8
593,Regina,Martin,+374 (42) 468325,1.0,One-Time Buyer,8
594,Lisa,Choi,+374 (57) 489068,1.0,One-Time Buyer,9
595,Brian,Tucker,+374 (30) 196682,4.0,Occasional Buyer,6
596,Ronald,Clark,+374 (23) 885519,3.0,Occasional Buyer,7
597,James,Berger,+374 (44) 473512,1.0,One-Time Buyer,6
598,Brandon,Woods,+374 (87) 658133,1.0,One-Time Buyer,6
599,Mariah,Hernandez,+374 (51) 121052,3.0,Occasional Buyer,8
600,Kathryn,Hughes,+374 (65) 514594,3.0,Occasional Buyer,8
601,Shelley,Martinez,+374 (28) 288116,2.0,Occasional Buyer,6
602,Andrew,Murphy,+374 (67) 532669,1.0,One-Time Buyer,8
603,Wendy,Dennis,+374 (48) 285900,3.0,Occasional Buyer,9
604,Linda,Lewis,+374 (98) 948675,1.0,One-Time Buyer,8
605,Kathleen,Gonzalez,+374 (47) 792972,2.0,Occasional Buyer,10
606,Matthew,Johnson,+374 (96) 520295,1.0,One-Time Buyer,6
607,Ann,Garrett,+374 (80) 565623,3.0,Occasional Buyer,5
608,Jermaine,Lee,+374 (20) 973496,3.0,Occasional Buyer,4
609,Nathan,Lewis,+374 (85) 189975,2.0,Occasional Buyer,9
610,Tiffany,Williams,+374 (80) 167577,2.0,Occasional Buyer,8
611,Melissa,Foster,+374 (74) 845246,1.0,One-Time Buyer,7
612,Joseph,Brown,+374 (78) 699814,3.0,Occasional Buyer,7
613,Aaron,Scott,+374 (69) 193236,0.0,Inactive,5
614,Jill,Davis,+374 (60) 242088,3.0,Occasional Buyer,10
615,Joseph,Lewis,+374 (51) 929117,2.0,Occasional Buyer,7
616,Julie,Becker,+374 (25) 873431,1.0,One-Time Buyer,7
617,Patricia,Evans,+374 (83) 877486,1.0,One-Time Buyer,8
618,Jean,Evans,+374 (24) 093285,0.0,Inactive,8
619,Steven,Gardner,+374 (30) 482344,3.0,Occasional Buyer,7
620,Christopher,Lawrence,+374 (84) 180968,1.0,One-Time Buyer,6
621,Nicole,Nichols,+374 (74) 715042,2.0,Occasional Buyer,8
622,Mark,Campbell,+374 (48) 058810,3.0,Occasional Buyer,10
623,Kimberly,Petersen,+374 (17) 650461,5.0,Occasional Buyer,9
624,Beth,Harrell,+374 (97) 083963,5.0,Occasional Buyer,9
625,Nathaniel,Martinez,+374 (26) 746072,3.0,Occasional Buyer,6
626,Tamara,Richard,+374 (65) 856395,4.0,Occasional Buyer,6
627,Paula,Reynolds,+374 (70) 562960,3.0,Occasional Buyer,7
628,Kristi,Gibson,+374 (10) 502317,2.0,Occasional Buyer,7
629,David,Rodriguez,+374 (44) 900962,1.0,One-Time Buyer,9
630,Daniel,Hunter,+374 (74) 291184,3.0,Occasional Buyer,4
631,James,Pacheco,+374 (40) 575180,4.0,Occasional Buyer,9
632,Shannon,Acosta,+374 (44) 782953,0.0,Inactive,7
633,Amy,Cowan,+374 (31) 584497,5.0,Occasional Buyer,6
634,Sara,Smith,+374 (76) 157619,1.0,One-Time Buyer,5
635,Jacob,Nelson,+374 (30) 355192,2.0,Occasional Buyer,5
636,Alex,Ballard,+374 (57) 989037,4.0,Occasional Buyer,8
637,Jonathan,Allen,+374 (38) 948712,3.0,Occasional Buyer,7
638,Kevin,Mills,+374 (27) 395907,3.0,Occasional Buyer,5
639,Billy,Smith,+374 (97) 517318,2.0,Occasional Buyer,5
640,Mark,Gomez,+374 (13) 545476,0.0,Inactive,6
641,Jason,Smith,+374 (50) 135866,2.0,Occasional Buyer,10
642,Catherine,Lindsey,+374 (12) 830786,3.0,Occasional Buyer,7
643,John,Jones,+374 (76) 632787,1.0,One-Time Buyer,5
644,Debra,Pace,+374 (40) 087372,4.0,Occasional Buyer,7
645,Brittany,Rodriguez,+374 (98) 334785,4.0,Occasional Buyer,7
646,David,Davis,+374 (10) 794007,2.0,Occasional Buyer,3
647,Todd,Smith,+374 (42) 301543,0.0,Inactive,7
648,Deborah,Rodriguez,+374 (57) 292088,4.0,Occasional Buyer,7
649,William,Taylor,+374 (53) 963838,2.0,Occasional Buyer,8
650,Warren,Vazquez,+374 (79) 279996,4.0,Occasional Buyer,10
651,Joshua,Frank,+374 (15) 132064,4.0,Occasional Buyer,9
652,Jessica,Mccarthy,+374 (45) 990971,5.0,Occasional Buyer,7
653,Alejandra,Lane,+374 (91) 655901,0.0,Inactive,5
654,Joshua,Morrow,+374 (97) 109094,6.0,Frequent Buyer,10
655,Damon,Beasley,+374 (59) 790307,2.0,Occasional Buyer,7
656,Lauren,Burns,+374 (20) 937286,4.0,Occasional Buyer,7
657,Paula,Frye,+374 (87) 820865,3.0,Occasional Buyer,7
658,Amber,Norton,+374 (58) 475412,4.0,Occasional Buyer,7
659,Devin,Mitchell,+374 (82) 000944,0.0,Inactive,7
660,Morgan,Barr,+374 (55) 905078,1.0,One-Time Buyer,6
661,Samuel,Johnson,+374 (30) 496897,2.0,Occasional Buyer,6
662,Jennifer,Morris,+374 (12) 351880,4.0,Occasional Buyer,7
663,Joel,Garcia,+374 (56) 429312,2.0,Occasional Buyer,6
664,Adam,Davis,+374 (72) 396953,3.0,Occasional Buyer,6
665,Danny,Singh,+374 (35) 654248,2.0,Occasional Buyer,7
666,Cindy,Williams,+374 (77) 656264,2.0,Occasional Buyer,7
667,Cody,Charles,+374 (13) 656686,0.0,Inactive,9
668,Mark,Coleman,+374 (52) 858128,2.0,Occasional Buyer,3
669,Daniel,Hammond,+374 (73) 989665,2.0,Occasional Buyer,9
670,Carla,Solis,+374 (79) 527031,3.0,Occasional Buyer,9
671,Jacob,Cardenas,+374 (82) 857015,3.0,Occasional Buyer,4
672,Jose,Simpson,+374 (19) 215543,4.0,Occasional Buyer,6
673,Michael,Davis,+374 (89) 049989,2.0,Occasional Buyer,6
674,John,Wade,+374 (35) 473516,2.0,Occasional Buyer,5
675,Jerry,Abbott,+374 (88) 858256,4.0,Occasional Buyer,6
676,Todd,Smith,+374 (63) 106432,1.0,One-Time Buyer,5
677,Jennifer,Munoz,+374 (68) 197325,2.0,Occasional Buyer,10
678,Christine,Wilson,+374 (14) 602884,1.0,One-Time Buyer,8
679,John,Peterson,+374 (79) 146627,0.0,Inactive,9
680,Caitlin,Holloway,+374 (74) 275216,5.0,Occasional Buyer,8
681,Jessica,Garner,+374 (84) 215178,2.0,Occasional Buyer,5
682,Leah,Gutierrez,+374 (33) 864733,2.0,Occasional Buyer,6
683,David,White,+374 (82) 490640,4.0,Occasional Buyer,8
684,Tina,Blevins,+374 (54) 596692,3.0,Occasional Buyer,5
685,Scott,Sullivan,+374 (25) 429625,3.0,Occasional Buyer,8
686,Steven,Allen,+374 (62) 569115,1.0,One-Time Buyer,7
687,David,Rojas,+374 (56) 231903,5.0,Occasional Buyer,6
688,Kenneth,Moore,+374 (29) 927389,2.0,Occasional Buyer,8
689,Natalie,Johnston,+374 (62) 800524,0.0,Inactive,8
690,William,Smith,+374 (92) 441947,2.0,Occasional Buyer,6
691,Keith,Lane,+374 (38) 834618,6.0,Frequent Buyer,9
692,Dustin,Spears,+374 (10) 170761,1.0,One-Time Buyer,5
693,Belinda,White,+374 (67) 740121,3.0,Occasional Buyer,8
694,Laura,Fritz,+374 (85) 029075,1.0,One-Time Buyer,8
695,Richard,Crawford,+374 (21) 182768,2.0,Occasional Buyer,7
696,Cathy,Franklin,+374 (19) 435397,1.0,One-Time Buyer,7
697,Cheyenne,Barker,+374 (69) 350320,2.0,Occasional Buyer,5
698,Faith,Schwartz,+374 (54) 959719,3.0,Occasional Buyer,8
699,Jon,Cisneros,+374 (98) 450876,2.0,Occasional Buyer,7
700,Jeffrey,Harris,+374 (69) 537622,5.0,Occasional Buyer,6
701,Angel,Moses,+374 (87) 993876,3.0,Occasional Buyer,9
702,Javier,Murillo,+374 (79) 780829,2.0,Occasional Buyer,6
703,David,Daniels,+374 (25) 499090,1.0,One-Time Buyer,5
704,Bonnie,Jones,+374 (83) 599376,2.0,Occasional Buyer,5
705,Gloria,Mccoy,+374 (30) 061394,4.0,Occasional Buyer,8
706,Joseph,Rhodes,+374 (27) 825441,2.0,Occasional Buyer,5
707,Christy,Humphrey,+374 (55) 283424,1.0,One-Time Buyer,10
708,Mariah,Smith,+374 (88) 071304,3.0,Occasional Buyer,4
709,Claudia,Brown,+374 (46) 086119,0.0,Inactive,10
710,Michael,Hart,+374 (43) 163242,1.0,One-Time Buyer,7
711,Barbara,Ryan,+374 (90) 411815,2.0,Occasional Buyer,7
712,Tyler,Hudson,+374 (74) 225736,1.0,One-Time Buyer,6
713,Sean,Brown,+374 (34) 410815,6.0,Frequent Buyer,8
714,Scott,Humphrey,+374 (78) 454645,3.0,Occasional Buyer,7
715,Jennifer,Figueroa,+374 (35) 180053,4.0,Occasional Buyer,9
716,Brianna,Morgan,+374 (70) 351013,5.0,Occasional Buyer,7
717,Nathan,Garrison,+374 (77) 857257,0.0,Inactive,7
718,Eric,Miller,+374 (99) 973779,4.0,Occasional Buyer,6
719,Craig,Oneal,+374 (97) 588887,0.0,Inactive,7
720,Valerie,Johnson,+374 (86) 296543,2.0,Occasional Buyer,7
721,Daniel,Daniel,+374 (88) 029762,1.0,One-Time Buyer,4
722,Theresa,Ramirez,+374 (85) 961862,4.0,Occasional Buyer,5
723,Victoria,Martin,+374 (68) 233503,1.0,One-Time Buyer,8
724,Matthew,Marshall,+374 (66) 122017,3.0,Occasional Buyer,7
725,Cameron,Petty,+374 (52) 713645,1.0,One-Time Buyer,7
726,Bonnie,Stephens,+374 (60) 624208,1.0,One-Time Buyer,7
727,Clifford,Ortega,+374 (42) 398816,3.0,Occasional Buyer,8
728,Cathy,Phillips,+374 (24) 206959,1.0,One-Time Buyer,6
729,Barbara,Clark,+374 (41) 451771,6.0,Frequent Buyer,6
730,Matthew,Arnold,+374 (65) 446170,3.0,Occasional Buyer,7
731,Erika,Schmidt,+374 (94) 411874,2.0,Occasional Buyer,6
732,Melissa,Roberts,+374 (45) 485796,4.0,Occasional Buyer,8
733,David,Fleming,+374 (32) 386047,1.0,One-Time Buyer,4
734,Carmen,Hill,+374 (82) 199379,3.0,Occasional Buyer,9
735,Brian,Johnson,+374 (55) 242588,2.0,Occasional Buyer,8
736,Christopher,Brown,+374 (21) 866066,2.0,Occasional Buyer,7
737,Bryan,Sanchez,+374 (27) 776183,1.0,One-Time Buyer,8
738,Tommy,Berger,+374 (45) 670932,2.0,Occasional Buyer,9
739,Amanda,Spears,+374 (85) 173465,3.0,Occasional Buyer,9
740,Michelle,Jacobs,+374 (18) 286610,0.0,Inactive,4
741,Roy,Moore,+374 (94) 159146,5.0,Occasional Buyer,5
742,Joseph,Harris,+374 (92) 943166,2.0,Occasional Buyer,6
743,Russell,Kemp,+374 (68) 333896,2.0,Occasional Buyer,7
744,Dana,Evans,+374 (86) 751306,1.0,One-Time Buyer,8
745,Spencer,Smith,+374 (67) 835748,2.0,Occasional Buyer,6
746,Carl,Mcintyre,+374 (59) 471357,4.0,Occasional Buyer,7
747,Mary,Miller,+374 (27) 141834,5.0,Occasional Buyer,6
748,Sandra,Johnson,+374 (50) 086735,2.0,Occasional Buyer,6
749,Shelby,Morales,+374 (89) 754184,2.0,Occasional Buyer,5
750,Mary,Lara,+374 (42) 432258,2.0,Occasional Buyer,6
751,Dawn,Monroe,+374 (42) 920492,2.0,Occasional Buyer,5
752,Charles,Taylor,+374 (92) 596017,4.0,Occasional Buyer,6
753,Amy,Ward,+374 (48) 570246,4.0,Occasional Buyer,9
754,Kelly,Mitchell,+374 (23) 009435,3.0,Occasional Buyer,6
755,Richard,Johnson,+374 (71) 241146,2.0,Occasional Buyer,10
756,Katherine,Roberts,+374 (39) 688512,2.0,Occasional Buyer,8
757,William,Lee,+374 (92) 846725,3.0,Occasional Buyer,7
758,Vicki,Robinson,+374 (78) 548083,4.0,Occasional Buyer,6
759,Richard,Perez,+374 (49) 313086,1.0,One-Time Buyer,8
760,Cynthia,Martinez,+374 (25) 688634,3.0,Occasional Buyer,6
761,Julie,Wise,+374 (22) 854043,6.0,Frequent Buyer,7
762,Jose,Steele,+374 (60) 632163,4.0,Occasional Buyer,10
763,Patricia,Lee,+374 (14) 968849,2.0,Occasional Buyer,7
764,Michael,Shepard,+374 (73) 570130,2.0,Occasional Buyer,9
765,Michael,Gibson,+374 (35) 559899,1.0,One-Time Buyer,6
766,Anne,Russell,+374 (28) 866232,3.0,Occasional Buyer,7
767,Erin,Ramos,+374 (48) 940340,2.0,Occasional Buyer,10
768,John,Palmer,+374 (64) 583660,0.0,Inactive,6
769,Elizabeth,Smith,+374 (97) 065159,3.0,Occasional Buyer,10
770,John,Pierce,+374 (79) 709960,2.0,Occasional Buyer,8
771,Lindsey,Bell,+374 (93) 722295,6.0,Frequent Buyer,6
772,Felicia,Edwards,+374 (34) 881571,1.0,One-Time Buyer,8
773,James,Murphy,+374 (79) 306786,3.0,Occasional Buyer,8
774,Stephen,Morales,+374 (38) 065316,1.0,One-Time Buyer,8
